,isbn,work
1022,0142000205,OL15142857W
1023,0446676071,OL21259947W
1024,0061136956,OL16069236W
1025,067003777X,OL7989952W
1026,0767920740,OL5848957W
1027,030726422X,OL1829529W
1028,0671524097,OL34338W
1029,074321076X,OL69499W
1030,0440420628,OL463284W
1031,0440420636,OL463146W
1032,0440420598,OL463261W
1033,0307264122,OL15059088W
1034,1421505479,OL8783361W
1035,0898705975,OL111063W
1036,1421505487,OL8783352W
1037,087123596X,OL15220392W
1038,0974607894,OL15578053W
1039,0767916913,OL15843890W
1040,0373706405,OL15139697W
1041,1903582415,OL6069194W
1042,0717801330,OL28968595W
1043,055323370X,OL77781W
1044,0195421167,OL77772W
1045,0553565923,OL3542198W
1046,0786180307,OL272228W
1047,0770422454,OL77773W
1048,0553609416,OL77792W
1049,0770422470,OL77771W
1050,0553212419,OL34536818W
1051,0393059162,OL16550749W
1052,039305800X,OL262490W
1053,0471648795,OL5830167W
1054,1598870297,OL18545128W
1055,0871139472,OL5708710W
1056,0743564677,OL15659456W
1057,0448409577,OL1518215W
1058,0517174960,OL262419W
1059,074353395X,OL15659427W
1060,0470038322,OL514926W
1061,0764525905,OL514942W
1062,0449005577,OL1995914W
1063,159052201X,OL16048981W
1064,0385732554,OL1846076W
1065,0064401685,OL13261408W
1066,0449904962,OL3352996W
1067,0156011654,OL15837650W
1068,0330488155,OL20559W
1069,0964561107,OL20560W
1070,1400097029,OL2687259W
1071,0307263118,OL2687259W
1072,0375725237,OL2687257W
1073,0679736859,OL2687264W
1074,0679737995,OL2687260W
1075,037572530X,OL2687262W
1076,0330371851,OL2687255W
1077,0143037749,OL481148W
1078,0689875347,OL22450344W
1079,0452287650,OL8201454W
1080,0439228905,OL13127626W
1081,0060572159,OL2046443W
1082,0142004200,OL4374262W
1083,0143039105,OL16229820W
1084,0142437301,OL106084W
1085,0099478420,OL20999231W
1086,0142437913,OL106079W
1087,0143039725,OL106065W
1088,0143039024,OL106081W
1089,0140186123,OL105963W
1090,014018533X,OL106049W
1091,0671019090,OL106054W
1092,037570387X,OL15821842W
1093,0375703861,OL481155W
1094,0385722222,OL18932W
1095,0060586540,OL102653W
1096,1567922694,OL14858228W
1097,0940450097,OL14953705W
1098,0940450240,OL14953697W
1099,0140431055,OL102738W
1100,0940450003,OL14953686W
1101,0440416884,OL5277973W
1102,0385327870,OL15183362W
1103,0142002062,OL18276988W
1104,0449235947,OL5091766W
1105,0862731585,OL24228203W
1106,014200202X,OL85753W
1107,0142002046,OL85750W
1108,0142003255,OL85744W
1109,0142003298,OL85739W
1110,0142002151,OL11588127W
1111,0141184884,OL65897W
1112,1904634001,OL65895W
1113,0141184892,OL19104878W
1114,1842552473,OL3414832W
1115,0679854347,OL3414825W
1116,0440458153,OL3414821W
1117,0192752537,OL3414810W
1118,0440486874,OL3414828W
1119,1405088567,OL1825348W
1120,0330489992,OL1825431W
1121,0330442554,OL9430721W
1122,0688117228,OL1825316W
1123,0330367471,OL9413005W
1124,1841156736,OL4082696W
1125,1589971280,OL5759468W
1126,0446679224,OL510905W
1127,083082605X,OL3515203W
1128,0505523248,OL5682654W
1129,1595820159,OL15129400W
1130,0345446666,OL510954W
1131,0307275736,OL17427713W
1132,0571204104,OL15381050W
1133,0571204201,OL510875W
1134,0571204155,OL23095504W
1135,1400096472,OL15381049W
1136,0345442121,OL510955W
1137,0743219570,OL510969W
1138,0743219619,OL510867W
1139,0743219635,OL510961W
1140,0060934344,OL503666W
1141,0142437239,OL15272537W
1142,0451528905,OL503666W
1143,037575699X,OL503666W
1144,0156495406,OL627051W
1145,0822004151,OL8508677W
1146,0727861158,OL13658W
1147,0821773682,OL14858077W
1148,0226443221,OL8445510W
1149,0345449606,OL14858131W
1150,1843607409,OL14937085W
1151,1582430152,OL335547W
1152,0767915747,OL8526559W
1153,0963810944,OL2018045W
1154,0393328627,OL5814543W
1155,0553380168,OL1892624W
1156,0767923227,OL74128W
1157,0895260476,OL5719116W
1158,0802715524,OL21225941W
1159,0517223120,OL3280815W
1160,0743564413,OL62979W
1161,0764596861,OL5816879W
1162,0609602195,OL1826808W
1163,0792272668,OL15858497W
1164,0374271070,OL8034173W
1165,070112766X,OL18961951W
1166,8420466557,OL28757434W
1167,0670037567,OL7989534W
1168,8466617353,OL1963268W
1169,0747236046,OL1963251W
1170,0785118950,OL15112092W
1171,3453215281,OL1963254W
1172,2266111574,OL1963251W
1173,2221089561,OL1963279W
1174,0380817934,OL1963294W
1175,0380817926,OL1963271W
1176,0316017442,OL1963316W
1177,0060506040,OL1963313W
1178,0312989482,OL1963314W
1179,0553572946,OL1963279W
1180,0380817160,OL1963312W
1181,0312282990,OL119436W
1182,159307171X,OL11026615W
1183,0849942985,OL57146W
1184,0722533942,OL796577W
1185,0060527994,OL796596W
1186,0316767727,OL3335290W
1187,0753459647,OL2431988W
1188,033048477X,OL1812933W
1189,0375727272,OL1812920W
1190,0446677124,OL26906W
1191,1416908161,OL15836621W
1192,0664228917,OL3470909W
1193,0060925752,OL486526W
1194,0922729484,OL58376W
1195,0452282179,OL15544521W
1196,080701429X,OL1268413W
1197,0807014265,OL1268413W
1198,0393058638,OL5836399W
1199,0471979988,OL1960201W
1200,020161622X,OL5748544W
1201,0976694026,OL17106745W
1202,0713997273,OL5749849W
1203,0859653234,OL21378548W
1204,0753456109,OL4317116W
1205,0689837143,OL8262994W
1206,1569246815,OL24197299W
1207,0060566108,OL3486276W
1208,0446578843,OL5969501W
1209,0743276124,OL24228202W
1210,0099468239,OL61394W
1211,0757305458,OL1967779W
1212,0830833293,OL5829423W
1213,0312291566,OL6209706W
1214,037572740X,OL553751W
1215,0140276335,OL481155W
1216,1417626283,OL481155W
1217,0140297782,OL481155W
1218,3518222635,OL838687W
1219,0875168167,OL1993628W
1220,0739326740,OL76837W
1221,0743275063,OL76833W
1222,1595540016,OL566605W
1223,1579510027,OL1805256W
1224,1400079179,OL76837W
1225,0739339788,OL76837W
1226,8495618605,OL76837W
1227,0195307135,OL18314W
1228,074757362X,OL82536W
1229,1932416595,OL1916930W
1230,1932416242,OL1916920W
1231,1573223565,OL1916934W
1232,0753814412,OL19322512W
1233,1573226882,OL1916902W
1234,1573228214,OL1916907W
1235,0141007338,OL1916939W
1236,0670916668,OL15335588W
1237,1596912316,OL8568655W
1238,0738511676,OL8414844W
1239,082641477X,OL6026940W
1240,1401301010,OL5760323W
1241,2226126260,OL8255528W
1242,9774248449,OL8114707W
1243,0142401757,OL15024556W
1244,0060094427,OL14949643W
1245,0007109660,OL20889073W
1246,0060094419,OL41242W
1247,1594480117,OL5728511W
1248,0061132381,OL278034W
1249,0679735259,OL4482600W
1250,0451216776,OL4792617W
1251,0609808346,OL16579720W
1252,0439944392,OL18466W
1253,0590227165,OL121000W
1254,0140298541,OL7977210W
1255,0312426038,OL15832336W
1256,0375703403,OL5729921W
1257,0312267177,OL61939W
1258,0393322106,OL37169W
1259,0060856262,OL5732697W
1260,078617627X,OL103123W
1261,0307350320,OL274520W
1262,006093266X,OL468833W
1263,0143039431,OL23205W
1264,0764585967,OL13735418W
1265,0582461537,OL23205W
1266,0060010606,OL679360W
1267,1400065550,OL6032792W
1268,0747263744,OL679360W
1269,0142004235,OL23166W
1270,0753806797,OL922547W
1271,0553116088,OL23166W
1272,0448437430,OL2749916W
1273,1412040558,OL8736222W
1274,0316907928,OL40075W
1275,1843543648,OL22450394W
1276,1843541858,OL5728454W
1277,1843544857,OL5728455W
1278,0684848597,OL2868907W
1279,0743243153,OL2868901W
1280,1842055062,OL14929869W
1281,0679642595,OL14858723W
1282,0312421702,OL25651868W
1283,0689833768,OL13429W
1284,033036734X,OL547743W
1285,0142000213,OL547734W
1286,8423671267,OL16415274W
1287,1929229488,OL2404768W
1288,0061284386,OL15044586W
1289,0753819317,OL278437W
1290,1932394699,OL15677278W
1291,0440400341,OL2987233W
1292,0142402931,OL4619757W
1293,0142500372,OL15836010W
1294,0060792175,OL5738260W
1295,0141008253,OL5738260W
1296,0618711651,OL5738259W
1297,0060894083,OL2078897W
1298,0879697121,OL8564647W
1299,0345433742,OL3746579W
1300,0786886323,OL6209605W
1301,0689861133,OL1738475W
1302,0743461517,OL5703663W
1303,0689845073,OL5703658W
1304,2743604913,OL108542W
1305,0689842198,OL5701944W
1306,0822002965,OL6944838W
1307,0099477319,OL276798W
1308,0520204956,OL649489W
1309,0743297261,OL19571878W
1310,3462031953,OL274574W
1311,0684843323,OL15677263W
1312,1565124820,OL12278895W
1313,0099481561,OL63009W
1314,0099285045,OL63064W
1315,0743253426,OL63059W
1316,0099449234,OL7922601W
1317,0684837862,OL17213215W
1318,1561643424,OL5826073W
1319,0694524980,OL384932W
1320,0552773123,OL21003893W
1321,0345458265,OL14858706W
1322,0345463153,OL15140138W
1323,034541800X,OL14858715W
1324,0345417984,OL14858717W
1325,0345417968,OL8035458W
1326,0684842505,OL468570W
1327,0684801531,OL468518W
1328,1570031460,OL468408W
1329,0873515129,OL468476W
1330,0141183594,OL468485W
1331,0140771972,OL7985366W
1332,0060098910,OL468431W
1333,1572702567,OL468431W
1334,0764586017,OL8513647W
1335,0140620184,OL468431W
1336,0312426453,OL26899W
1337,0446612626,OL26905W
1338,0446604402,OL26898W
1339,0446608602,OL26894W
1340,0446673781,OL26908W
1341,031242373X,OL26903W
1342,0751503894,OL2296577W
1343,0451187261,OL2296582W
1344,0449214540,OL2296579W
1345,0312300530,OL2296590W
1346,0974016713,OL5713269W
1347,849654642X,OL2296575W
1348,0307275698,OL2965131W
1349,000664600X,OL2965130W
1350,0195024923,OL2694756W
1351,1589802543,OL2663318W
1352,0521890470,OL468546W
1353,1553650433,OL14854117W
1354,1550549170,OL14854109W
1355,019518999X,OL13659739W
1356,1568580398,OL18275689W
1357,0809447967,OL15949290W
1358,0345420691,OL61928W
1359,0684844079,OL18167035W
1360,0345431103,OL61916W
1361,0806127945,OL2922659W
1362,0143039482,OL23190W
1363,014200068X,OL23199W
1364,1883011159,OL23164W
1365,0141185112,OL23201W
1366,0141186070,OL23188W
1367,0802775934,OL19810215W
1368,0802714625,OL265465W
1369,0516277650,OL8267517W
1370,0964432900,OL3280326W
1371,006054094X,OL5752156W
1372,0373764219,OL5690728W
1373,0670037605,OL16066326W
1374,0874850916,OL71587W
1375,0140072144,OL71587W
1376,0679783482,OL457176W
1377,0330267140,OL457179W
1378,0670886580,OL457172W
1379,0099421860,OL457174W
1380,0735619670,OL2722063W
1381,1578660394,OL15100072W
1382,0671035975,OL1063301W
1383,0671708260,OL1063262W
1384,0671519980,OL16023586W
1385,0465016901,OL15464347W
1386,046501691X,OL13752855W
1387,0091883768,OL1864160W
1388,1591396190,OL8980380W
1389,1892295490,OL38663W
1390,0192801724,OL38893W
1391,159224646X,OL23098066W
1392,0743243781,OL27632W
1393,0007718721,OL265669W
1394,0140621334,OL1793164W
1395,0486451100,OL1793164W
1396,1904919529,OL1793164W
1397,0141441216,OL1793164W
1398,0140437509,OL1793164W
1399,1400079276,OL2625431W
1400,0451527348,OL10432709W
1401,0374528373,OL10432709W
1402,0140449248,OL10432709W
1403,0679729259,OL10432709W
1404,1596440791,OL10432709W
1405,159308045X,OL10432709W
1406,0764538136,OL6047692W
1407,1580086810,OL1810477W
1408,0399226907,OL52987W
1409,0859533301,OL547420W
1410,0395971233,OL18174742W
1411,061871166X,OL1054099W
1412,0452270839,OL2723935W
1413,1932416641,OL114663W
1414,0375725784,OL114661W
1415,1400033543,OL114664W
1416,1400095565,OL114662W
1417,1932416137,OL114662W
1418,0439635772,OL8120769W
1419,0809166585,OL15130708W
1420,0142001430,OL2011278W
1421,0553804766,OL18510335W
1422,141651693X,OL81594W
1423,081297736X,OL98468W
1424,0385333846,OL98459W
1425,0791071685,OL14942012W
1426,0743422007,OL98457W
1427,0385333900,OL98489W
1428,0425134067,OL98477W
1429,0312353766,OL1868943W
1430,0827230281,OL23989710W
1431,0826415741,OL5711352W
1432,2070417948,OL456231W
1433,0674023854,OL17694865W
1434,0786918144,OL523429W
1435,0670886955,OL1881603W
1436,8466313591,OL456213W
1437,1400076196,OL1855945W
1438,068987409X,OL2586228W
1439,0330332651,OL1914077W
1440,0451208706,OL15649851W
1441,0451211472,OL1914085W
1442,0375760946,OL2076616W
1443,9580493510,OL2076612W
1444,0451219597,OL1914076W
1445,1405052716,OL1914078W
1446,0451207521,OL1914076W
1447,1421508656,OL8782866W
1448,1421504332,OL8782866W
1449,2723439801,OL9017505W
1450,1556432461,OL3286189W
1451,1400043468,OL1820659W
1452,0385663552,OL74128W
1453,0451210859,OL81616W
1454,0307264602,OL675783W
1455,0435124099,OL675783W
1456,0316769177,OL3335245W
1457,0812034074,OL5366306W
1458,0316769029,OL3335291W
1459,0316766941,OL3335287W
1460,0060595183,OL64442W
1461,0060929871,OL64468W
1462,0060085495,OL64462W
1463,006057058X,OL64463W
1464,0824522524,OL64402W
1465,0892817585,OL64437W
1466,1564781313,OL64465W
1467,1566630185,OL64422W
1468,0141183780,OL56154W
1469,0307275558,OL15137663W
1470,0826453279,OL5951419W
1471,0743253973,OL4324502W
1472,0385333137,OL1902496W
1473,0375703063,OL1802326W
1474,0425169693,OL48960W
1475,0375500723,OL80019W
1476,0140286276,OL1893825W
1477,0446678457,OL5842496W
1478,0446672211,OL2752583W
1479,0822550008,OL84977W
1480,0345439104,OL5959763W
1481,0743466527,OL1831516W
1482,038079487X,OL151644W
1483,0345443284,OL1858267W
1484,0671774670,OL16052134W
1485,037570504X,OL1806962W
1486,0385265700,OL2705556W
1487,0345435168,OL15148376W
1488,0316601950,OL116668W
1489,0440235596,OL56801W
1490,0375702709,OL2547242W
1491,0452280397,OL50561W
1492,0590956183,OL13577725W
1493,0671021001,OL16060005W
1494,0452282829,OL14958461W
1495,0385720106,OL2705557W
1496,006019491X,OL1905246W
1497,0590956167,OL13753657W
1498,0743272935,OL1140109W
1499,140003065X,OL2980902W
1500,0590956175,OL13753656W
1501,0316284955,OL48010W
1502,0743262174,OL2384097W
1503,0060740450,OL274505W
1504,0452260116,OL50564W
1505,1417735988,OL274505W
1506,0452282195,OL50565W
1507,0060930535,OL1846846W
1508,9022530078,OL20880100W
1509,0061136905,OL6038204W
1510,0684848236,OL2705060W
1511,0375757287,OL98501W
1512,1883011930,OL15000102W
1513,0684847558,OL98566W
1514,1417911832,OL98536W
1515,0007144350,OL14877826W
1516,0394759842,OL4650294W
1517,048641423X,OL14877875W
1518,0375751513,OL8193416W
1519,014043089X,OL14877813W
1520,1590528603,OL14981542W
1521,0142000701,OL23192W
1522,1883011019,OL23167W
1523,0142000698,OL7966242W
1524,0911903968,OL8672531W
1525,1888472405,OL8672532W
1526,1592241336,OL20110489W
1527,1888472421,OL18915762W
1528,0767916220,OL5269545W
1529,0802417582,OL2978412W
1530,0307989135,OL15215037W
1531,0763631205,OL8193497W
1532,1580495796,OL8193497W
1533,0393051587,OL8193497W
1534,0762408480,OL802132W
1535,037575914X,OL14869215W
1536,0140439056,OL14868696W
1537,0684865378,OL14870139W
1538,0321107217,OL8193387W
1539,0385517238,OL15143234W
1540,0385339682,OL77013W
1541,0440234743,OL76974W
1542,0385339607,OL77021W
1543,0385339100,OL77004W
1544,0385339097,OL77014W
1545,0385339593,OL77016W
1546,0385339674,OL76980W
1547,0385339658,OL77011W
1548,0099481685,OL76976W
1549,0582418275,OL1929573W
1550,0385339089,OL77022W
1551,0385337930,OL76991W
1552,0739342770,OL14962236W
1553,0385335970,OL3261153W
1554,0141009829,OL100278W
1555,0439071712,OL464843W
1556,0142406198,OL464911W
1557,0786937424,OL15108238W
1558,0747411875,OL81625W
1559,0763628107,OL15109978W
1560,0978655567,OL8848728W
1561,0441013724,OL5729191W
1562,0671876090,OL8270364W
1563,0688093388,OL4781658W
1564,0452011469,OL3513572W
1565,3404134117,OL81618W
1566,0385516487,OL19859438W
1567,0743536967,OL81632W
1568,0965772411,OL81632W
1569,0517219026,OL14917572W
1570,0451092317,OL81632W
1571,0340770538,OL81632W
1572,0141187425,OL27405W
1573,0618101365,OL2001065W
1574,0195300920,OL3941030W
1575,0553375938,OL5713764W
1576,0385729367,OL5713783W
1577,0375823026,OL66292W
1578,0452284236,OL1168083W
1579,0151010269,OL1167981W
1580,0451516753,OL1168083W
1581,1421808323,OL1168083W
1582,0060776099,OL64440W
1583,0060535261,OL64440W
1584,0060898526,OL64448W
1585,0060850523,OL29258560W
1586,1594201048,OL891762W
1587,0375413316,OL1599697W
1588,0385264739,OL10355958W
1589,0385499094,OL4608577W
1590,0385423330,OL1599746W
1591,0385264763,OL1599750W
1592,0385423357,OL1599735W
1593,0385499221,OL4608585W
1594,0140369260,OL18150918W
1595,0671662341,OL16702148W
1596,082221718X,OL5259772W
1597,0380732548,OL152052W
1598,0822011085,OL10370283W
1599,0446528056,OL54814W
1600,0156004801,OL14858283W
1601,0822001462,OL11369328W
1602,0820320978,OL14858251W
1603,1579547699,OL19923714W
1604,0393316041,OL514629W
1605,0201500647,OL21367364W
1606,0393320928,OL514628W
1607,0738206369,OL514604W
1608,0691024170,OL271757W
1609,0785990232,OL8552268W
1610,0393061434,OL12085888W
1611,0865475873,OL8671726W
1612,0446609404,OL167167W
1613,0807847232,OL2737453W
1614,0393058263,OL4096953W
1615,0521290600,OL19559607W
1616,0521286913,OL192580W
1617,067426858X,OL61818W
1618,1880393336,OL15100036W
1619,039332429X,OL21726200W
1620,1903252040,OL2914138W
1621,0143039091,OL16312108W
1622,0679436340,OL15836090W
1623,0460876015,OL14869121W
1624,0226876802,OL492175W
1625,0961180021,OL492174W
1626,0300106645,OL2935643W
1627,0142000272,OL267096W
1628,0099922800,OL10432709W
1629,0553381008,OL15191452W
1630,1570754365,OL18195768W
1631,0140446427,OL15236125W
1632,140003292X,OL12489811W
1633,0375719016,OL15192021W
1634,0375719008,OL10419085W
1635,0007162995,OL22428W
1636,0586087990,OL22428W
1637,0425170349,OL159621W
1638,0385471475,OL3927162W
1639,0452271681,OL3927163W
1640,0295979844,OL18623110W
1641,0385337817,OL5746564W
1642,0743267745,OL1931983W
1643,0553587153,OL11698219W
1644,0142003344,OL477826W
1645,0060958332,OL477832W
1646,0262660733,OL477843W
1647,0393327345,OL18941W
1648,0596006799,OL5757633W
1649,0201061961,OL16065614W
1650,0061094226,OL491227W
1651,0312315325,OL5461282W
1652,0142437883,OL444668W
1653,9500425998,OL110969W
1654,0141439831,OL17573758W
1655,1593080719,OL16313W
1656,0140620850,OL10420098W
1657,1401207928,OL2897797W
1658,2020418770,OL2636676W
1659,1416500529,OL8256687W
1660,1416516999,OL2534960W
1661,0671010050,OL134889W
1662,0099532514,OL2636671W
1663,0820328073,OL1864666W
1664,0141187581,OL25643640W
1665,0060838728,OL15133948W
1666,0826414532,OL6047879W
1667,1894925025,OL3708023W
1668,1590596242,OL5859813W
1669,0330487140,OL103108W
1670,0375708340,OL103110W
1671,0375707271,OL20806009W
1672,037570728X,OL103096W
1673,0140188266,OL1686217W
1674,1403904561,OL3507028W
1675,0806132299,OL464113W
1676,0756403456,OL8423711W
1677,0670869295,OL14865030W
1678,0552997773,OL2732491W
1679,1423101685,OL8786210W
1680,1423100611,OL8786221W
1681,1423100204,OL8786216W
1682,1423100190,OL8786215W
1683,1423100182,OL15858130W
1684,0141439610,OL176045W
1685,0486440966,OL176045W
1686,1551116448,OL176045W
1687,1593082800,OL176045W
1688,0007136587,OL27448W
1689,0393060411,OL15132049W
1690,0618260307,OL262758W
1691,0007137273,OL262758W
1692,0618009345,OL14933471W
1693,1594130051,OL262758W
1694,0261103288,OL262758W
1695,0486402185,OL8088369W
1696,0872864286,OL979616W
1697,0143039962,OL979517W
1698,1400001447,OL979577W
1699,0786881488,OL979869W
1700,0375724370,OL53066W
1701,0312287445,OL2653392W
1702,0720608724,OL8034882W
1703,1888297018,OL937390W
1704,0312940688,OL8108332W
1705,1400033853,OL8697286W
1706,0786811056,OL15392518W
1707,0684850273,OL1843682W
1708,0764202537,OL97133W
1709,0142302090,OL4081528W
1710,1416903275,OL1847151W
1711,1590171241,OL1825415W
1712,0140442723,OL18460074W
1713,9573321742,OL82565W
1714,9573318318,OL82560W
1715,093244055X,OL19196429W
1716,0060970618,OL4652113W
1717,0394832205,OL3006727W
1718,1880823195,OL8891341W
1719,1931541744,OL1209312W
1720,1593080115,OL45310W
1721,0684813211,OL3941830W
1722,0226142817,OL15246W
1723,0749919442,OL2794145W
1724,0679772693,OL764345W
1725,0701176083,OL13612024W
