work,subjects_d1,subjects_d2,people_d1,people_d2,places_d1,places_d2,times_d1,times_d2
OL1835957W,-10.907912,-9.325929,-23.781082,16.179758,-24.873196,6.8899794,0.0,0.0
OL19130739W,-10.651686,-8.752776,0.0,0.0,0.0,0.0,0.0,0.0
OL8062047W,-6.280053,-4.7426276,-18.702757,15.728074,13.859385,14.737045,-22.394327,25.978664
OL7998481W,-8.819198,-5.5321236,0.0,0.0,0.0,0.0,0.0,0.0
OL15111398W,-10.820644,-9.168928,0.0,0.0,0.0,0.0,0.0,0.0
OL3494320W,-7.004105,-4.31815,0.0,0.0,-4.442732,5.6367097,-22.8014,26.07464
OL1838177W,-6.4073577,-5.7844257,-23.619934,16.129795,-2.280426,6.098469,0.0,0.0
OL5728039W,1.8618388,-3.8932846,0.0,0.0,0.0,0.0,0.0,0.0
OL15691602W,0.9916498,-3.3615468,0.0,0.0,0.0,0.0,0.0,0.0
OL12099191W,-3.117844,-6.9343753,0.0,0.0,-18.46818,7.965416,0.0,0.0
OL8135505W,1.2372297,-3.3817594,0.0,0.0,0.0,0.0,0.0,0.0
OL549364W,-3.1066914,-7.489472,0.0,0.0,-18.085955,7.2726054,0.0,0.0
OL549369W,-3.0926874,-7.4213758,0.0,0.0,-18.710299,7.731097,0.0,0.0
OL15137180W,-2.8989544,-1.5582995,-23.900923,16.081644,-24.79156,6.9370728,0.0,0.0
OL3181833W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OL5961236W,-2.3658526,-5.072017,0.0,0.0,-17.418322,4.5289,0.0,0.0
OL20459501W,-2.3241558,-4.9384704,0.0,0.0,0.0,0.0,0.0,0.0
OL8454038W,-10.672448,-8.755478,0.0,0.0,0.0,0.0,0.0,0.0
OL2392371W,-10.227467,-6.487032,0.0,0.0,0.0,0.0,0.0,0.0
OL1968874W,-9.6900835,-7.5371933,0.0,0.0,0.0,0.0,0.0,0.0
OL29018618W,-9.681531,-7.6035433,0.0,0.0,0.0,0.0,0.0,0.0
OL8062119W,-8.766668,-5.5531178,0.0,0.0,0.0,0.0,0.0,0.0
OL24232100W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OL29563W,-4.077906,-5.293379,-23.610456,16.090973,4.282348,26.75012,-22.665861,26.000975
OL2749628W,-6.101043,-4.403735,0.0,0.0,0.31782022,-12.39999,-20.578901,28.397493
OL2001548W,-7.341594,0.6833981,0.0,0.0,0.0,0.0,0.0,0.0
OL624289W,-1.4061408,-7.362243,-23.634844,15.85117,0.0,0.0,19.884207,0.84452045
OL2001534W,-7.262916,0.5958152,0.0,0.0,0.0,0.0,0.0,0.0
OL2001562W,-5.4877887,-4.935847,-23.637428,16.002598,3.2112412,-0.040927846,2.7028887,-9.481338
OL2188238W,-7.9217653,-2.2966385,-18.514683,16.288202,0.0,0.0,0.0,0.0
OL17859127W,-9.607014,-7.539075,0.0,0.0,0.0,0.0,0.0,0.0
OL8165720W,-3.6964757,-7.9395266,0.0,0.0,0.0,0.0,0.0,0.0
OL2723934W,-9.884389,-5.7831373,0.0,0.0,0.0,0.0,0.0,0.0
OL15156077W,-9.0207615,-5.356944,0.0,0.0,0.0,0.0,0.0,0.0
OL3537782W,-9.969343,-4.6335654,0.0,0.0,0.0,0.0,0.0,0.0
OL554043W,-0.9386864,-1.5848705,0.0,0.0,7.237013,4.678857,0.0,0.0
OL19700375W,-11.213867,-9.230786,0.0,0.0,0.0,0.0,0.0,0.0
OL8996191W,-7.611389,-3.6553712,0.0,0.0,0.0,0.0,0.0,0.0
OL6221303W,-10.042576,-4.509343,0.0,0.0,0.0,0.0,0.0,0.0
OL5822626W,-5.4754896,-4.8983927,-22.453268,15.948996,2.763819,-0.2973245,2.6118848,-9.648223
OL103979W,-1.5772038,-4.8226833,-23.622004,15.87021,-17.74025,6.7271504,0.0,0.0
OL103977W,-1.7000254,-4.8365593,0.0,0.0,-17.660326,6.7005935,0.0,0.0
OL2917006W,-1.2730757,-2.507138,0.0,0.0,0.0,0.0,0.0,0.0
OL4347757W,-6.7755117,-6.5724754,-23.400928,15.983213,0.0,0.0,3.1419296,-10.28791
OL15858532W,0.7093258,-4.5810103,0.0,0.0,-4.416876,-7.3549533,0.0,0.0
OL5738510W,0.66959625,-4.571796,0.0,0.0,0.0,0.0,0.0,0.0
OL5738518W,0.7367506,-4.5695357,0.0,0.0,0.0,0.0,0.0,0.0
OL5738533W,0.7123567,-4.5960283,0.0,0.0,0.0,0.0,0.0,0.0
OL5738506W,0.7188374,-4.583955,0.0,0.0,0.0,0.0,0.0,0.0
OL17796914W,0.69931406,-4.58586,0.0,0.0,0.0,0.0,0.0,0.0
OL5738515W,0.6947562,-4.5721087,0.0,0.0,0.0,0.0,0.0,0.0
OL5738516W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OL5960895W,-10.392106,-6.464004,0.0,0.0,-18.800343,7.8516817,0.0,0.0
OL2339591W,-1.4829484,-2.1436791,0.0,0.0,0.0,0.0,0.0,0.0
OL15552962W,-1.3575468,-2.269771,0.0,0.0,0.0,0.0,0.0,0.0
OL3590466W,-9.236143,-7.170169,0.0,0.0,0.0,0.0,0.0,0.0
OL8110312W,-1.3606303,-3.3115973,0.0,0.0,0.0,0.0,0.0,0.0
OL8110311W,-0.93325615,-6.761633,0.0,0.0,0.0,0.0,0.0,0.0
OL31785742W,-2.6674993,-7.3636775,0.0,0.0,0.0,0.0,0.0,0.0
OL41445W,-3.0339344,-7.467434,0.0,0.0,0.0,0.0,0.0,0.0
OL18157659W,-3.7331612,-7.998055,0.0,0.0,0.0,0.0,0.0,0.0
OL15857437W,-3.7824187,-7.997243,0.0,0.0,-6.5776553,-8.7100935,0.0,0.0
OL21202780W,-2.595983,-7.2931504,0.0,0.0,5.5630183,6.1628428,0.0,0.0
OL41448W,-2.7438352,-7.351462,0.0,0.0,-18.177296,7.2625484,0.0,0.0
OL18166419W,-2.4563036,-6.254306,0.0,0.0,0.0,0.0,0.0,0.0
OL8593153W,-11.002148,-9.427132,0.0,0.0,0.0,0.0,0.0,0.0
OL1988179W,-3.792067,-7.8939376,0.0,0.0,-0.32009327,-12.712233,0.0,0.0
OL5683001W,-6.422774,-4.4100466,0.0,0.0,-16.711517,7.428296,0.0,0.0
OL5682983W,-1.7068177,-6.2480392,0.0,0.0,0.0,0.0,0.0,0.0
OL5683000W,-1.7157341,-5.7766943,0.0,0.0,-11.058326,-14.070923,-22.76546,26.317753
OL5682981W,-1.692127,-6.1907597,0.0,0.0,0.0,0.0,0.0,0.0
OL5682990W,-1.6674647,-6.6894784,0.0,0.0,-1.4546245,21.436565,-21.449162,28.012808
OL5682993W,-1.5029439,-5.7648897,0.0,0.0,0.0,0.0,0.0,0.0
OL5683004W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OL5682987W,-1.5510093,-6.3852363,-23.486195,15.8470745,10.461868,8.140638,23.746187,-6.925195
OL23988927W,-10.247401,-7.013047,0.0,0.0,0.0,0.0,0.0,0.0
OL1933907W,-7.1564837,-4.973573,0.0,0.0,-18.76667,7.700821,2.9281802,-9.056653
OL719882W,-0.38903132,0.072581336,0.0,0.0,0.0,0.0,0.0,0.0
OL8548409W,-0.39793125,0.028079374,0.0,0.0,0.0,0.0,0.0,0.0
OL8548407W,-0.08282857,0.9781363,0.0,0.0,0.0,0.0,0.0,0.0
OL719884W,-0.5043976,0.033503737,0.0,0.0,0.0,0.0,0.0,0.0
OL4793714W,-1.7207454,-2.6641037,0.0,0.0,-1.4962989,21.530584,0.0,0.0
OL2662229W,-7.5173993,-4.306735,0.0,0.0,-19.642189,9.513822,0.0,0.0
OL1717273W,-7.624877,-4.243721,-23.19309,16.209589,0.0,0.0,0.0,0.0
OL48415W,-3.41734,-8.011929,0.0,0.0,17.336012,-17.120626,0.0,0.0
OL48335W,-2.9725294,-6.802469,0.0,0.0,0.0,0.0,0.0,0.0
OL14915186W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OL48327W,-3.3609633,-8.04831,0.0,0.0,17.346897,-17.13188,0.0,0.0
OL48326W,-3.5085886,-8.080827,0.0,0.0,0.0,0.0,0.0,0.0
OL14915234W,-2.6918893,-8.228507,0.0,0.0,0.0,0.0,0.0,0.0
OL14915280W,-7.4351807,-3.5613735,0.0,0.0,0.0,0.0,0.0,0.0
OL48366W,-3.3819375,-8.0455475,0.0,0.0,17.405144,-17.1579,0.0,0.0
OL15968472W,-1.252382,-2.9136143,0.0,0.0,13.894539,-8.219635,0.0,0.0
OL2625949W,-10.721968,-8.641889,0.0,0.0,3.8413374,26.379505,0.0,0.0
OL21726856W,-4.1662292,-4.39021,0.0,0.0,0.0,0.0,0.0,0.0
OL2455826W,-9.378472,-7.241979,0.0,0.0,0.0,0.0,0.0,0.0
OL2455829W,-9.527764,-7.307461,-23.306536,16.165012,-1.4294424,21.492516,0.0,0.0
OL2455825W,-9.360865,-7.2180943,0.0,0.0,0.0,0.0,0.0,0.0
OL2699202W,-11.094209,-8.591591,0.0,0.0,0.0,0.0,0.0,0.0
OL8615526W,-6.5172386,-5.4505577,0.0,0.0,0.0,0.0,0.0,0.0
OL4222996W,-7.0361176,-4.321548,0.0,0.0,-1.5221939,21.386364,-21.44158,28.081032
OL5117619W,-7.450074,-6.5896044,-22.756565,16.485527,-14.328574,1.7441089,0.0,0.0
OL5693096W,0.36529753,-4.783481,-23.251736,16.302553,0.0,0.0,23.692879,-6.8137326
OL5693088W,0.36826646,-4.8093805,-23.184261,16.136177,10.438819,8.153144,23.695475,-6.8334384
OL5693091W,0.37591076,-4.7850833,-22.90172,16.320745,10.390335,8.201514,23.698425,-6.8353744
OL5693085W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OL3932653W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OL3933698W,-3.0215945,-6.8392215,0.0,0.0,0.0,0.0,0.0,0.0
OL3933597W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OL3933356W,-1.4749198,-2.6836443,0.0,0.0,0.0,0.0,0.0,0.0
OL3933102W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OL3932633W,-0.92384094,-6.77377,0.0,0.0,0.0,0.0,0.0,0.0
OL3933766W,-0.9238331,-6.7728095,0.0,0.0,0.0,0.0,0.0,0.0
OL739980W,-7.567662,-2.9139109,0.0,0.0,0.0,0.0,0.0,0.0
OL37095W,-8.110668,-8.449463,-23.639563,14.944994,0.0,0.0,0.0,0.0
OL14917488W,-0.15546651,-6.516604,-17.20139,16.253853,-18.876936,8.026313,0.0,0.0
OL11589935W,0.0,0.0,-23.5738,16.087488,0.0,0.0,0.0,0.0
OL14864648W,-10.733608,-9.411615,-23.116571,16.08168,-6.682222,11.253608,3.0659647,-9.001103
OL14864554W,-7.1110992,0.43663767,0.0,0.0,0.0,0.0,0.0,0.0
OL7988094W,-7.145037,0.4500176,0.0,0.0,0.0,0.0,0.0,0.0
OL1837474W,-10.432746,-6.440801,0.0,0.0,0.0,0.0,0.0,0.0
OL495129W,-4.9558816,-6.7039065,0.0,0.0,-24.912392,6.8745832,0.0,0.0
OL103043W,-2.75846,-1.603492,0.0,0.0,0.0,0.0,0.0,0.0
OL16622448W,-2.0245235,-3.411583,0.0,0.0,0.0,0.0,0.0,0.0
OL26613W,0.5764319,-3.2417586,0.0,0.0,0.0,0.0,0.0,0.0
OL26614W,0.550204,-3.137104,0.0,0.0,0.0,0.0,0.0,0.0
OL19860664W,0.29608485,-3.7909343,0.0,0.0,0.0,0.0,0.0,0.0
OL18988W,-7.3893533,0.8069013,-23.34158,16.049791,0.0,0.0,0.0,0.0
OL5718989W,-1.9106802,-3.0897987,0.0,0.0,0.0,0.0,0.0,0.0
OL50438W,-7.09923,0.5228388,0.0,0.0,0.0,0.0,0.0,0.0
OL50449W,-7.055056,0.44601896,0.0,0.0,0.0,0.0,0.0,0.0
OL2669105W,-1.902891,-2.4006946,0.0,0.0,0.0,0.0,0.0,0.0
OL2669088W,-1.7699509,-2.8326337,0.0,0.0,0.0,0.0,0.0,0.0
OL158693W,-3.2642338,-8.365799,0.0,0.0,-8.549553,5.1387653,0.0,0.0
OL158680W,-3.2147913,-8.354288,0.0,0.0,-8.540811,5.1216617,-13.74953,27.991304
OL158639W,-3.2979548,-8.401782,0.0,0.0,-8.578047,5.1456146,0.0,0.0
OL158689W,-3.2372622,-8.404731,0.0,0.0,-8.565093,5.1240997,0.0,0.0
OL158655W,-3.258596,-8.404444,0.0,0.0,0.0,0.0,0.0,0.0
OL158685W,-3.2278695,-8.379974,0.0,0.0,-8.550972,5.1384196,0.0,0.0
OL158630W,-3.2618108,-8.417368,0.0,0.0,-8.4431095,5.2237673,0.0,0.0
OL17426856W,-1.3535687,-4.841011,0.0,0.0,0.0,0.0,0.0,0.0
OL5695953W,-3.2796693,-7.607281,0.0,0.0,0.0,0.0,0.0,0.0
OL5695950W,-3.0841737,-7.5848074,0.0,0.0,2.2165248,2.6600046,0.0,0.0
OL5695948W,-3.0976763,-7.530185,0.0,0.0,0.0,0.0,0.0,0.0
OL5695947W,-3.2655227,-7.528173,0.0,0.0,0.0,0.0,0.0,0.0
OL23095586W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OL528061W,-10.062582,-4.987107,0.0,0.0,0.0,0.0,0.0,0.0
OL15222058W,-10.080995,-4.66931,0.0,0.0,0.0,0.0,0.0,0.0
OL8116696W,-2.4881883,-2.5321155,0.0,0.0,0.0,0.0,0.0,0.0
OL15057269W,-7.350203,-5.9273696,-23.136972,16.0554,-24.77409,6.871536,0.0,0.0
OL90017W,-0.98537606,-2.1300502,0.0,0.0,0.0,0.0,0.0,0.0
OL64453W,-3.0032449,-4.1518497,-23.120512,15.787862,3.9100244,26.440498,0.0,0.0
OL576752W,-6.9050765,-4.607557,0.0,0.0,0.0,0.0,0.0,0.0
OL3457204W,-9.76132,-7.6968746,0.0,0.0,0.0,0.0,0.0,0.0
OL3457208W,-9.591011,-7.4628544,0.0,0.0,0.0,0.0,0.0,0.0
OL3457211W,-9.744705,-7.670955,0.0,0.0,0.0,0.0,0.0,0.0
OL3457213W,-9.690508,-7.606043,0.0,0.0,0.0,0.0,0.0,0.0
OL1877535W,-11.122193,-9.126579,0.0,0.0,0.0,0.0,0.0,0.0
OL14906779W,-0.8922874,-5.285695,0.0,0.0,0.0,0.0,0.0,0.0
OL19669117W,-0.06854365,1.000787,0.0,0.0,0.0,0.0,0.0,0.0
OL3348669W,-9.0989275,-5.777683,0.0,0.0,0.0,0.0,0.0,0.0
OL3457506W,-6.9398575,-3.1020505,0.0,0.0,0.0,0.0,0.0,0.0
OL92836W,-7.1709466,-3.3408775,-23.151537,16.036486,0.0,0.0,0.0,0.0
OL92828W,-1.9565951,-2.450416,0.0,0.0,0.0,0.0,0.0,0.0
OL92830W,-0.33569428,-6.5760593,0.0,0.0,9.248496,12.378333,0.0,0.0
OL92821W,-2.0728192,-5.0062222,0.0,0.0,-18.858633,7.7067513,0.0,0.0
OL1896843W,-10.014122,-4.659251,-23.399298,16.114063,-24.880814,6.7854714,0.0,0.0
OL55377W,-2.2862406,-2.6263027,0.0,0.0,1.9455453,6.5117745,-10.730939,27.193033
OL8881119W,-7.250606,-3.409443,0.0,0.0,0.0,0.0,0.0,0.0
OL55359W,-0.97409934,-2.4320922,0.0,0.0,0.0,0.0,0.0,0.0
OL55382W,-2.2253094,-2.6079934,0.0,0.0,1.9065326,6.521096,-10.732146,27.19598
OL45846W,-1.8670975,-2.4138288,0.0,0.0,11.80281,6.9431105,1.2878376,6.4550185
OL16049598W,-5.385515,-4.250649,0.0,0.0,27.028502,12.08116,0.0,0.0
OL1861797W,-3.5297186,-4.4789257,0.0,0.0,2.4706705,-17.68923,0.0,0.0
OL12425188W,-6.5453925,-5.618586,-23.097116,16.05785,0.64879996,-12.673801,-22.5537,26.028656
OL7981944W,-10.701253,-8.843195,0.0,0.0,0.0,0.0,0.0,0.0
OL1827990W,-10.950583,-9.310028,-16.885983,13.751501,0.8315782,-10.765602,0.0,0.0
OL18190W,-4.0837336,-5.733462,-16.907112,13.753522,0.8825673,-10.681693,-2.5336413,24.60463
OL5861568W,-10.637087,-8.815748,-16.906342,13.753014,0.0,0.0,0.0,0.0
OL4287787W,-6.2208962,-5.578073,-16.907953,13.753332,-18.7357,7.986589,0.0,0.0
OL16025922W,-10.63806,-8.981997,0.0,0.0,0.0,0.0,0.0,0.0
OL455509W,-3.8185334,-3.0141625,-16.406054,16.562838,9.261186,12.391066,-22.930262,26.344934
OL28282W,-9.192776,-5.505992,0.0,0.0,-0.05317712,3.6139116,0.0,0.0
OL28285W,-2.1836934,-4.059697,0.0,0.0,10.129224,14.106335,0.0,0.0
OL2671485W,-3.0255387,-7.478776,0.0,0.0,17.345545,-17.144163,0.0,0.0
OL22472184W,-3.4769442,-4.682157,0.0,0.0,0.0,0.0,0.0,0.0
OL6334183W,-7.4651885,-2.5640419,-23.23333,16.10208,-24.815485,6.825036,0.0,0.0
OL15005565W,-5.415079,-5.6631374,0.0,0.0,-2.8928895,12.051863,0.0,0.0
OL3351632W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OL134131W,-2.5595748,-4.6575274,0.0,0.0,9.298188,12.427797,0.0,0.0
OL16039941W,-0.8078547,-5.857545,0.0,0.0,0.0,0.0,0.0,0.0
OL2676023W,-7.8497586,-3.3131814,0.0,0.0,0.0,0.0,0.0,0.0
OL83541W,-2.5514584,-5.0759926,0.0,0.0,0.0,0.0,0.0,0.0
OL20260W,-7.228576,-5.59475,-23.276634,15.975602,10.316694,8.274154,0.0,0.0
OL20259W,-10.075448,-7.230228,0.0,0.0,0.0,0.0,0.0,0.0
OL2561657W,-10.547189,-8.854902,0.0,0.0,0.0,0.0,0.0,0.0
OL818114W,-2.2047641,-2.7685466,0.0,0.0,0.0,0.0,0.0,0.0
OL1051312W,-3.2311094,-7.597073,0.0,0.0,-19.28908,5.5901823,0.0,0.0
OL3342957W,-6.7606735,-6.274284,-23.15289,16.052158,0.6469019,3.369905,2.9260597,-8.899533
OL32557W,-1.5066652,-2.2185426,0.0,0.0,-18.217794,7.2234054,0.0,0.0
OL5842640W,-3.3895388,-5.5514936,-10.15037,12.625459,0.6375914,-12.738243,-23.080532,26.370031
OL695407W,-8.20149,-3.8984878,-10.150628,12.62551,0.0,0.0,0.0,0.0
OL9024804W,-10.532843,-8.935674,-10.150396,12.62535,0.8599558,-10.730818,-22.952183,26.395887
OL695374W,-7.886803,-3.3312495,-10.136525,12.61142,0.0,0.0,0.0,0.0
OL3348009W,-3.7327375,-7.789505,0.0,0.0,14.0453825,20.325712,0.0,0.0
OL3348006W,-3.4751272,-6.3434925,0.0,0.0,-18.173525,7.295437,0.0,0.0
OL8496807W,-9.128393,-5.9852443,0.0,0.0,0.0,0.0,0.0,0.0
OL15835702W,-1.7838817,-2.4592152,-22.855114,16.160208,-24.80153,6.79282,3.2857208,-8.786899
OL4640866W,-6.699195,-6.1562824,-13.52506,19.961666,0.0,0.0,0.0,0.0
OL32196W,0.1417562,-6.8847237,0.0,0.0,0.0,0.0,0.0,0.0
OL16503415W,-2.1241298,-5.811102,0.0,0.0,0.0,0.0,0.0,0.0
OL29311942W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OL8199004W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OL14872530W,-0.8942426,-2.9314997,0.0,0.0,0.0,0.0,0.0,0.0
OL14872531W,-1.1305165,-2.5890782,0.0,0.0,0.0,0.0,0.0,0.0
OL14872529W,-1.2428371,-2.7444644,0.0,0.0,0.0,0.0,0.0,0.0
OL14957502W,-0.37625214,-2.9696753,0.0,0.0,0.0,0.0,0.0,0.0
OL4704000W,-7.4078555,-3.1774511,-22.827251,16.24661,-2.9060965,12.058162,0.0,0.0
OL3070034W,-6.505587,-5.83174,-22.954557,16.33906,-24.963448,6.6769485,0.0,0.0
OL80510W,-7.4011483,-6.587637,-22.247908,15.702009,4.022333,26.542648,0.0,0.0
OL14952073W,-7.9030666,-5.8585176,0.0,0.0,0.0,0.0,0.0,0.0
OL80512W,-7.5908837,-6.745604,-22.339195,15.804634,4.0289664,26.54917,2.9841435,-8.8444195
OL5960786W,-3.8509989,-2.8726127,0.0,0.0,0.0,0.0,0.0,0.0
OL17731498W,-3.701844,-5.5178404,0.0,0.0,10.440165,8.153605,0.0,0.0
OL20843W,-3.3464687,-4.3180346,0.0,0.0,17.403101,-17.18778,-23.088802,26.52371
OL15027714W,-3.5058537,-4.015611,0.0,0.0,14.014357,20.337952,0.0,0.0
OL2719912W,-0.2916793,-3.3959725,0.0,0.0,0.0,0.0,0.0,0.0
OL1707636W,-1.8113127,-5.472512,0.0,0.0,-19.613756,9.486263,0.0,0.0
OL2719910W,-5.4446344,-9.873813,0.0,0.0,0.0,0.0,0.0,0.0
OL1666427W,-6.53297,-5.9636974,-22.894373,16.14716,-24.951153,6.104392,0.0,0.0
OL2719923W,-5.4415207,-9.908515,0.0,0.0,0.0,0.0,0.0,0.0
OL2719904W,0.25335884,-3.0260463,0.0,0.0,0.0,0.0,0.0,0.0
OL2719925W,-10.375647,-9.085733,0.0,0.0,0.0,0.0,0.0,0.0
OL18387555W,-8.712629,-7.1311502,0.0,0.0,0.0,0.0,0.0,0.0
OL16458109W,-8.69707,-7.044738,0.0,0.0,0.0,0.0,0.0,0.0
OL1819448W,-8.653728,-7.0737076,-23.066305,15.951939,0.0,0.0,0.0,0.0
OL16921835W,-9.135456,-5.3653374,0.0,0.0,0.0,0.0,0.0,0.0
OL49670W,-0.34834492,-2.869732,0.0,0.0,0.0,0.0,0.0,0.0
OL5801188W,-10.641216,-8.682513,0.0,0.0,0.0,0.0,0.0,0.0
OL8874675W,-10.716349,-8.570099,0.0,0.0,0.0,0.0,0.0,0.0
OL5687585W,1.6655633,-3.3709142,0.0,0.0,0.0,0.0,0.0,0.0
OL49628W,1.7192196,-3.3508449,0.0,0.0,0.0,0.0,-23.03338,26.391325
OL49615W,0.51392263,-3.098234,0.0,0.0,0.0,0.0,0.0,0.0
OL49675W,1.990488,-3.0575151,0.0,0.0,-18.315727,7.18341,0.0,0.0
OL49662W,0.08429633,-6.868772,0.0,0.0,0.0,0.0,0.0,0.0
OL49645W,-5.83114,-4.5587726,-22.347046,16.23163,-4.4507074,5.643036,0.0,0.0
OL276269W,2.5455427,-4.090128,0.0,0.0,0.0,0.0,0.0,0.0
OL1473289W,-7.991124,-6.5564423,0.0,0.0,-18.769852,6.911029,0.0,0.0
OL25783385W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OL47750W,-0.022302214,-3.0161824,0.0,0.0,0.0,0.0,0.0,0.0
OL49665W,-0.5931778,-4.007477,0.0,0.0,10.147389,14.124471,0.0,0.0
OL49671W,1.6465843,-3.7799335,0.0,0.0,0.0,0.0,0.0,0.0
OL48057W,-0.20977408,-6.6509714,0.0,0.0,0.0,0.0,0.0,0.0
OL48063W,-0.5712954,-5.660664,0.0,0.0,2.1791334,2.6850893,0.0,0.0
OL48062W,-0.5433974,-5.730873,0.0,0.0,0.0,0.0,0.0,0.0
OL14914990W,-2.1194828,-7.9190865,0.0,0.0,0.0,0.0,0.0,0.0
OL16069284W,-2.2949543,-6.852216,-22.935743,16.112442,-0.21113643,7.2490616,0.0,0.0
OL48064W,-3.3360732,-7.3648667,0.0,0.0,7.224143,4.6479983,0.0,0.0
OL20772916W,-2.146115,-7.965961,0.0,0.0,0.0,0.0,0.0,0.0
OL48019W,-2.3040779,-6.898874,-22.79268,16.291782,-0.21748051,7.25995,0.0,0.0
OL14915033W,-2.0880952,-8.057312,0.0,0.0,0.0,0.0,0.0,0.0
OL14914963W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OL2172408W,2.5325215,-4.1041207,0.0,0.0,-0.1105281,-0.18588176,0.0,0.0
OL81669W,2.2538629,-2.9262364,0.0,0.0,-0.09404963,-0.1688428,0.0,0.0
OL1418223W,2.5615063,-4.106029,0.0,0.0,-18.161829,7.1607227,0.0,0.0
OL1418224W,1.4766334,-3.3343105,0.0,0.0,-0.10626626,-0.17531903,0.0,0.0
OL1418244W,1.4724382,-3.2741072,-17.230783,16.001972,-0.1155009,-0.18608826,0.0,0.0
OL1418174W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OL1418033W,2.557145,-4.087929,0.0,0.0,0.0,0.0,0.0,0.0
OL1418222W,1.4716477,-3.1815066,0.0,0.0,0.0,0.0,0.0,0.0
OL1418215W,0.959164,-3.334974,0.0,0.0,-0.11832122,-0.18909453,0.0,0.0
OL1418243W,1.5591574,-3.327626,0.0,0.0,-0.13783194,-0.2124851,0.0,0.0
OL1418199W,1.536591,-3.300861,0.0,0.0,-0.13003874,-0.1999784,0.0,0.0
OL1418236W,1.5112255,-3.2800474,-20.92054,16.900032,-0.10761027,-0.1789257,0.0,0.0
OL1418221W,2.5508149,-4.0971174,0.0,0.0,-18.268064,7.287441,0.0,0.0
OL1418251W,-3.7884433,-6.3391347,-23.059107,16.304834,-16.078974,8.054777,2.8570352,-9.160773
OL22485655W,-3.7743182,-6.390061,0.0,0.0,0.0,0.0,0.0,0.0
OL2004756W,-2.2774546,-7.6807876,0.0,0.0,0.0,0.0,0.0,0.0
OL16053004W,-1.5087981,-5.0125575,0.0,0.0,0.0,0.0,0.0,0.0
OL5730140W,1.6550667,-3.7915733,0.0,0.0,0.0,0.0,0.0,0.0
OL15335087W,-1.4959326,-2.054415,0.0,0.0,0.0,0.0,0.0,0.0
OL15335086W,-0.08433666,0.97738665,0.0,0.0,0.0,0.0,0.0,0.0
OL20084202W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OL5755283W,-3.1273208,-7.748846,0.0,0.0,-19.074635,5.295832,-18.3636,29.701084
OL7464075W,-0.21639775,-6.6864324,0.0,0.0,-24.861235,6.730054,0.0,0.0
OL40883W,-1.7626512,-4.774136,0.0,0.0,-17.757832,6.793516,0.0,0.0
OL40869W,-1.4639349,-4.926432,0.0,0.0,0.0,0.0,0.0,0.0
OL7921271W,-3.1089578,-5.3801894,0.0,0.0,0.0,0.0,0.0,0.0
OL14871663W,-1.8668933,-7.838455,0.0,0.0,-6.57729,-8.7098875,0.0,0.0
OL9017373W,-1.0982289,-4.494795,0.0,0.0,0.0,0.0,0.0,0.0
OL3546951W,-1.0820667,-4.508743,-22.635881,16.190409,-18.365864,7.39422,0.0,0.0
OL18214386W,-3.9300435,-2.8996656,0.0,0.0,0.0,0.0,13.510182,9.356959
OL8064206W,-10.669996,-8.985454,0.0,0.0,0.0,0.0,0.0,0.0
OL19018506W,-5.6190553,-3.55596,0.0,0.0,0.0,0.0,0.0,0.0
OL111621W,0.17343317,-4.028081,0.0,0.0,0.0,0.0,0.0,0.0
OL5857777W,-6.4051476,-4.6618013,0.0,0.0,-24.82553,6.8059373,0.0,0.0
OL2746368W,-3.9584246,-5.447068,0.0,0.0,-17.5795,10.435303,0.0,0.0
OL2647269W,-3.5808477,-5.4225135,0.0,0.0,-18.236868,7.072862,-23.117615,26.731747
OL15858193W,-5.1520414,-6.6197653,-22.82028,16.04326,-24.881353,6.801236,0.0,0.0
OL15552559W,-1.7114544,-6.222357,0.0,0.0,-11.040017,-14.050327,-20.37555,28.770872
OL2132809W,1.5487897,-3.8049114,0.0,0.0,14.017425,20.305243,-22.181133,27.463531
OL111537W,-0.7917627,-5.328522,0.0,0.0,0.0,0.0,0.0,0.0
OL1896935W,-10.758206,-9.025188,-7.1229024,29.463242,0.0,0.0,0.0,0.0
OL1896937W,-10.379494,-4.2307434,0.0,0.0,0.0,0.0,0.0,0.0
