,Unnamed: 0,work,subjects,people,times,places
56,56,OL521319W,"['Infants', 'Child rearing', 'Care', 'Infants, care and hygiene', 'Parenting, study and teaching', 'Parenting', 'Toddlers']",,,
57,57,OL5756971W,"['Single women', 'Man-woman relationships', 'Dating (Social customs)']",,,
58,58,OL5738334W,"['Nonfiction', 'Crafts', 'Beadwork', 'Beads', 'Patterns']",,,
59,59,OL893515W,"['American Science fiction', 'Dune (imaginary place), fiction', 'Fiction, science fiction, general', 'Dune (Imaginary place)', 'Fiction', 'Science fiction', 'Roman', 'Science-fiction', 'Littérature fantastique', 'Français (langue)', 'Lectures et morceaux choisis']",,,
60,60,OL893508W,"['Dune (Imaginary place)', 'Fiction', 'Science fiction', 'Dune (imaginary place), fiction', 'Fiction, science fiction, general', 'Literature', 'Fiction, science fiction, action & adventure']",,,
61,61,OL893526W,"['American Science fiction', 'Dune (Imaginary place)', 'Fiction', 'Fiction in English', 'Imaginary places', 'Science Fiction', 'Translations into Russian', 'Novela', 'Dune (Lugar imaginario)', 'Lectures et morceaux choisis', 'Anglais (langue)', 'Roman ame ricain', 'Science-fiction ame ricaine', 'Long Now Manual for Civilization', 'Roman américain', 'Science-fiction américaine', 'Dune (imaginary place), fiction', 'Fiction, science fiction, general']",,,
62,62,OL5275512W,"['Science fiction', 'Dune (Imaginary place)', 'American Authors', 'Biography', 'Authorship', 'Herbert, frank, 1920-1986']",['Frank Herbert'],['20th century'],
63,63,OL893502W,"['Science Fiction', 'Fiction', 'Dune (Imaginary place)', 'Anglais (langue)', 'Roman américain', 'Science-fiction américaine', 'Fiction, science fiction, general', 'Dune (imaginary place), fiction', 'Imaginary places', 'Dune (Lieu imaginaire)', 'Romans, nouvelles', 'American Science fiction', 'Science fiction']",,,
64,64,OL893474W,"['Literary collections', 'Science fiction', 'Authorship', 'Dune (Imaginary place)', 'Fiction, science fiction, general', 'Dune (imaginary place), fiction']",,,
65,65,OL5758736W,"['Lord of the rings, the fellowship of the ring (Motion picture)', 'Motion pictures, setting and scenery', 'Cinematography, special effects']",,,
66,66,OL883475W,"['Fiction', 'World War, 1939-1945', 'Children', 'Conduct of life', 'Prisons', 'Apartheid', 'Boxing', 'Prejudices', 'Self-confidence', 'History', 'Boxing stories', 'Juvenile fiction', 'Historical Fiction', 'Sports', 'South africa, fiction', 'Fiction, war & military', 'World war, 1939-1945, fiction', 'Adventure and adventurers', 'Afrikaners', 'Success in children', 'Boarding schools', 'Courage', 'Loneliness', 'War stories', 'History, 1909-1961', 'CHILDREN', 'SOUTH AFRICA', 'FICTION', 'WAR STORIES', 'WORLD WAR, 1939-1945']",,['1909-1961'],['South Africa']
67,67,OL14989816W,,,,
68,68,OL5840421W,"['Organizational change', 'Business', 'Success in business', 'Nonfiction', 'Executive ability']",,,
69,69,OL19240315W,"['One-person shows (Performing arts)', 'Monodramas', 'History and criticism', 'American drama (dramatic works by one author)', 'Monologues']",,,
70,70,OL275912W,"['Management', 'Small business', 'New business enterprises', 'Internet auctions', 'EBay (Firm)', 'Electronic commerce']",,,
71,71,OL15830330W,"['Internet auctions', 'EBay (Firm)', 'Computer Technology', 'Recursos de redes informáticas', 'Subastas', 'Business', 'Nonfiction', 'Auctions', 'Computer network resources', 'Consumer guides & advice', 'Internet', 'Internet - General', 'Art (Economic Aspects)', 'Computer Networks', 'Reference - General', 'Computers', 'Computers - Communications / Networking', 'Industries - Retailing', 'Computer Books: General', 'Electronic Commerce', 'Online Services - General', 'BUSINESS & ECONOMICS', 'E-Commerce', 'Auctions & Small Business', 'Internet resources', 'Ebay (firm)']",,,
72,72,OL5842663W,"['Business', 'EBay (Firm)', 'Internet auctions', 'Internet marketing', 'Nonfiction']",,,
73,73,OL5964473W,"['Computer Technology', 'Management', 'Business', 'Electronic commerce', 'Computer networks', 'Nonfiction', 'New business enterprises', 'Internet auctions', 'EBay (Firm)', 'Web sites, design', 'Web sites']",,,
74,74,OL2998724W,"['Internet auctions', 'EBay (Firm)', 'Ebay (firm)']",,,
75,75,OL5964472W,"['Auctions', 'Computer Technology', 'Computer network resources', 'EBay (Firm)', 'Internet auctions', 'Nonfiction', 'Electronic commerce']",,,
76,76,OL5964458W,"['Business', 'EBay (Firm)', 'Internet auctions', 'Internet marketing', 'Nonfiction', 'Electronic commerce', 'Ebay (firm)']",,,
77,77,OL8167652W,"['Object-oriented programming (Computer science)', 'Ruby (Computer program language)', 'Object-oriented programming (computer science)', 'Ruby (computer program language)']",,,
78,78,OL15426611W,['Cooking'],,,
79,79,OL5740262W,"['Barbecue cookery', 'Barbecuing']",,,
80,80,OL8167684W,"['Ruby (Computer program language)', 'Web site development', 'Ruby (computer program language)']",,,
81,81,OL267096W,"['Fiction', 'Adultery', 'Married women', 'Social life and customs', 'Social conditions', 'Upper class women', 'Russian literature', 'Upper class', 'Classic Literature', 'Literature', 'Drama', 'Non-English Fiction', 'Romance', 'Russian fiction', 'open_syllabus_project', 'Long Now Manual for Civilization', 'Reading Level-Grade 11', 'Reading Level-Grade 12', 'Continental European fiction (fictional works by one author)', 'Married people, fiction', 'History', 'Manners and customs', 'Russia', 'Love stories', 'FICTION / Classics', 'FICTION / Literary', 'Literary', 'Spanish: Adult Fiction', 'Slavic philology', 'Romance fiction', 'love', 'marriage', 'morals', 'Chang pian xiao shuo', 'Translations into English', 'Translations from Russian', 'English fiction', 'Mujeres casadas', 'Novela', 'Adulterio', 'Ancient, Classical & Medieval', 'Russian Novel And Short Story', 'Literature - Classics / Criticism', 'Literary Collections', 'Classics', 'Romance - General', 'Cuentos de amor', 'Vida social y costumbres', 'Ficción', 'Literature and fiction, historical fiction', 'Fiction, romance, historical, general', 'Adultery -- Fiction', 'Didactic fiction', 'Russia -- Fiction', 'Large type books', 'Femmes mariées', 'Romans, nouvelles', 'Wives', 'Fiction, general', 'Youth', 'Conduct of life', 'Suicide in literature', 'Criticism and interpretation', 'Anna Karenina (Fictitious character)']","['Anna Karenina', 'Leo Tolstoy graf (1828-1910)']","['1533-1917', '1801-1917', '19th century', 'end of 19th century']",['Russia']
82,82,OL8508672W,,['Leo Tolstoy graf (1828-1910)'],,
83,83,OL28630162W,['Continental european fiction (fictional works by one author)'],,,
84,84,OL15830198W,"['Spouses', 'Female friendship', 'Fiction', 'Book clubs (Discussion groups)', 'Divorce', 'Fiction, romance, general', 'Friendship, fiction', 'Married people, fiction', 'New york (n.y.), fiction', 'Large type books']",,,
85,85,OL15860414W,"['Tolstoy, leo, graf, 1828-1910']",['Leo Tolstoy graf (1828-1910)'],,
86,86,OL354692W,"['Dalits', 'Fiction', 'Social life and customs', 'Untouchables', 'Fiction, general', 'India, fiction', 'Caste', 'Social conditions', 'Fiction (fictional works by one author)']",,,['India']
87,87,OL2687256W,"['Espionage, Soviet', 'Fiction', 'History', 'Literature', 'Russians', 'Soviet Espionage', 'Spies', 'Large type books', 'Spy stories', 'Great britain, fiction', 'Fiction, mystery & detective, general', 'Fiction, thrillers, espionage']",,['20th century'],['Great Britain']
88,88,OL3438000W,"['Biography', 'Economists', 'Monetary reformers', 'Dalits', 'Social conditions', 'People with social disabilities', 'Economists, biography', 'Reformers', 'India, biography', 'India, social conditions']",['Narendra Jadhav (1953-)'],['20th century'],"['India', 'Maharashtra']"
89,89,OL5249283W,"['Untouchables', 'Sociology', 'Discrimination & Racism', 'Social Science', 'Sociology - General', 'Anthropology - Cultural', 'Asia - India & South Asia', 'Ethnology', 'Dictionaries']",,,
90,90,OL7796603W,"['Dalits', 'Scheduled tribes', 'Childhood and youth', 'People with social disabilities', 'India, biography', 'Caste, india']",,,['India']
91,91,OL2906923W,"['Social work education', 'Social service', 'Evidence-based social work']",,,
92,92,OL8852221W,"['Study and teaching', 'Study and teaching (Middle school)', 'Young adult literature', 'Language arts (Elementary)', 'Reading (Elementary)']","[""Madeleine L'Engle""]",,
93,93,OL3910775W,"['Creation', 'Space and time', 'Cosmology', 'Expanding universe', 'Big bang theory', 'Kosmologie', 'Oerexplosie', 'Astrophysics', 'Science: General Issues', 'Cosmogony']",,,
94,94,OL41495W,"['Love', 'sci-fi', 'Newbery Medal', 'Open Library Staff Picks', 'Juvenile fiction', 'Space and time', 'Fiction', 'Science fiction', 'Friendship in adolesce', 'Time travel', 'Murry family (Fictitious character)', 'Brothers and sisters', 'Extraterrestrial beings', 'Friendship', 'Science Fiction, Fantasy, & Magic', 'Classics', 'Spanish: Young Adult (Gr. 10-12)', 'Juvenile Fiction - Classics', 'Văn học Mĩ', 'Tiểu thuyết', 'Missing persons', 'Gifted children', 'Newbery Medal books', 'Families', 'Family life', 'Reading Level-Grade 7', 'Reading Level-Grade 9', 'Reading Level-Grade 8', 'Reading Level-Grade 11', 'Reading Level-Grade 10', 'Reading Level-Grade 12', ""Children's fiction"", 'Fantasy fiction', 'Murry family (fictitious character), fiction', 'Fathers and daughters, fiction', 'Friendship, fiction', 'Large type books', 'Murry family (Fictitious characters)', 'Adventure and adventurers, fiction', 'American fiction', 'Moral and ethical aspects', 'Responsibility', 'Decision making', 'Good and evil', 'A wrinkle in time', 'Espacio y tiempo', 'Novela', 'Viaje en el tiempo']",,,
95,95,OL2800763W,"[""Children's fiction"", 'Fantasy fiction']",,,
96,96,OL17570465W,"['Fiction, fantasy, historical']",,,
97,97,OL16071866W,"['Police', 'Fiction', 'Mystery fiction', 'Ian Rutledge (Fictitious character)', 'Rutledge, ian (fictitious character), fiction', 'Fiction, historical', 'Fiction, mystery & detective, police procedural', 'England, fiction']",,,['Great Britain']
98,98,OL5760040W,"['Biography', 'Description and travel', 'Motion picture actors and actresses', 'Motorcycling', 'Travel', 'Essays & Travelogues', 'General', 'Special Interest - Adventure', 'Biography & Autobiography / General', 'Motorcycles - General', 'Biography & Autobiography', 'Travel - General', 'Biography/Autobiography', 'Motion picture actors and actresses, great britain', 'Scotland, biography', 'Voyages around the world', 'Cycling', 'Social life and customs', 'Motorcycle touring', 'Pictorial works', 'Africa, description and travel', 'Europe, description and travel', 'Motion pictures, biography', 'Voyages and travels']","['Charley Boorman', 'Ewan McGregor (1971-)']",,"['Africa', 'Europe']"
99,99,OL5825726W,"['City and town life', 'Fiction', 'Fiction, fantasy, general']",,,
100,100,OL4317744W,"['Fiction', 'Hoke Moseley (Fictitious character)', 'Police', 'Fiction, mystery & detective, general', 'Miami (fla.), fiction', 'Moseley, hoke (fictitious character), fiction', 'Mystery', 'Fiction, general', 'Florida, fiction', 'Fiction, crime', 'Romans policiers']",,,"['Florida', 'Miami', 'Miami (Fla.)']"
101,101,OL4317747W,"['Fiction', 'Hoke Moseley (Fictitious character)', 'Police', 'Fiction, mystery & detective, general', 'Fiction, general', 'Mystery', 'Mystery & Detective', 'Hard-Boiled', 'American', 'LITERARY CRITICISM', 'General', 'Moseley, hoke (fictitious character), fiction', 'Miami (fla.), fiction', 'Fiction, crime']",,,"['Florida', 'Miami', 'Miami (Fla.)']"
102,102,OL4317751W,"['Police', 'Fiction', 'Hoke Moseley (Fictitious character)', 'American fiction', 'Fiction, mystery & detective, police procedural', 'Miami (fla.), fiction', 'Moseley, hoke (fictitious character), fiction', 'Mystery', 'Fiction, general', 'Fiction, crime', 'Fiction, mystery & detective, general', 'Florida, fiction', 'Detective and mystery stories']",,['20th century'],"['Florida', 'Miami', 'Miami (Fla.)']"
103,103,OL4317750W,"['Art critics', 'Fiction', 'Painters', 'Fiction, suspense', 'Fiction, thrillers, general', 'Florida, fiction', 'Fiction, thrillers, suspense']",,,
104,104,OL1925472W,"['Race relations', 'Bildungsromans', 'Social classes', 'Difference (Psychology)', 'Women college students', 'College stories', 'Young women', 'Fiction', 'College students', 'Fiction, psychological', 'Young women, fiction', 'Fiction, general', 'Large type books']",,,
105,105,OL937383W,"['Correspondence', ""Children's poetry"", 'Exhibitions', ""Children's poetry, English"", 'Landscape in art', 'Criticism and interpretation', 'Biography', 'Nonsense verses', 'Artists', 'English Poets', 'Limericks', 'English Nonsense verses', 'English poetry', 'Landscapes in art']",['Edward Lear (1812-1888)'],['19th century'],['England']
106,106,OL1971873W,"['Fiction', 'Literature', 'Juvenile poetry', ""Children's nonfiction"", ""Children's poetry, English"", 'Poetry', 'Anthologies', 'Verse', 'Collections', 'Nonsense verses', 'English Nonsense verses', 'Poetry (poetic works by one author)', 'American Nonsense verses', 'Poetry, collections']",,,
107,107,OL14948043W,"['Authorship', 'American essays', 'Miller, henry, 1891-1980']",,,
108,108,OL261864W,['American fiction (fictional works by one author)'],,,
109,109,OL261866W,"['Autobiographical fiction', 'Fiction', 'Americans', 'Authorship', 'Bohemianism', 'Sex customs', 'History', 'Social life and customs', 'Amerikaner', 'Bohème', 'Paris (france), fiction', 'Fiction, biographical', 'General', 'Unabridged Audio - Fiction/General', 'Audio Adult: Books On Tape', 'Fiction, erotica', 'American fiction (fictional works by one author)', 'Fiction, erotica, general', 'Romans, nouvelles', 'Histoire']",['Henry Miller (1891-1980)'],['1870-1940'],"['France', 'Paris (France)', 'New York (N.Y.)', 'Paris']"
110,110,OL261868W,"['Social life and customs', 'Manners and customs', 'Vardagsliv och traditioner', 'Skönlitteratur', 'Fiction', 'American fiction (fictional works by one author)', 'African American families in literature', 'English fiction', 'Fiction, historical, general', 'Novela norteamericana', 'Fiction, general', 'New york (n.y.), fiction', 'Fiction, biographical', 'Novela estadounidense']",,"['Siglo XX', 'Siglo XIX']","['Brooklyn (New York, N.Y.)']"
111,111,OL488293W,"['Fiction', 'New york (n.y.), fiction', 'American fiction (fictional works by one author)', 'Authors, fiction']",,,['United States']
112,112,OL261865W,"['Biography', 'New york (n.y.), fiction', 'American fiction (fictional works by one author)', 'Authors, fiction', 'Fiction', 'Sexual behavior', 'Social conditions', 'Sex', 'Fiction, biographical', 'Man-woman relationships']",,,
113,113,OL261870W,"['United states, description and travel', 'Miller, henry, 1891-1980', 'American essays', 'Arts', 'Description and travel', 'Descriptions and travel', 'Journeys', 'Travel', 'United States', 'Descriptions et voyages', 'Literatura norte-americana', 'Ensaio literário', 'Récits de voyages américains']",['Henry Miller (1891-1980)'],"['1940-1960', '20th century']",['United States']
114,114,OL276370W,"['Fiction', 'Americans', 'Inheritance and succession', 'Triangles (Interpersonal relations)', 'Isabel Archer (Fictitious character)', 'Fathers and daughters', 'Married women', 'Young women', 'Married people', 'Social life and customs', 'Domestic relations', 'Readers', 'Marriage', 'Classic Literature', 'Historical Fiction', 'Romance', 'Composition and exercises', 'Latin language', 'Grammar', 'Problems, exercises', 'Long Now Manual for Civilization', 'Archer, Isabel (Fictitious character) -- Fiction', 'Romance Norte Americano', 'Manners and customs', 'Film', 'Fathers and daughters, fiction', 'Italy, fiction', 'Man-woman relationships, fiction', 'Married people, fiction', 'Archer, isabel (fictitious character), fiction', 'American fiction (fictional works by one author)', 'Fiction, psychological', 'American literature', 'James, henry, 1843-1916']",['Henry James (1843-1916)'],['19th century'],"['Italy', 'Europe', 'England']"
115,115,OL28609149W,"['Fathers and daughters, fiction', 'Italy, fiction', 'Man-woman relationships, fiction', 'Married people, fiction', 'Archer, isabel (fictitious character), fiction', 'American fiction (fictional works by one author)', 'Fiction, psychological']",,,
116,116,OL18340972W,['Translations into English'],['Marguerite Duras'],,
117,117,OL159506W,"['Authors, French', 'Biography', 'World War, 1939-1945', 'Personal narratives, French', 'French Personal narratives', 'French Authors', 'World War (1939-1945) fast (OCoLC)fst01180924', 'Duras, marguerite, 1914-1996', 'Authors, french', 'World war, 1939-1945, personal narratives, french', 'Bibliography']",['Marguerite Duras'],['20th century'],
118,118,OL159524W,['Continental european fiction (fictional works by one author)'],,,
119,119,OL318816W,"['Correspondence', 'Arab Authors', 'Love-letters', 'Love poetry']",['Kahlil Gibran (1883-1931)'],['20th century'],"['United States', 'Lebanon']"
120,120,OL25687180W,"['Gibran, kahlil, 1883-1931', 'Arab Authors', 'Biography', 'Mystics']",,,
